,train_cls,train_bbox_loss,val_cls,val_bbox_loss
0,7.193383050807548,0.9583265475324683,2.3021426498889923,0.912834987975657
1,2.302129803477107,0.8116745372571965,2.3021277841180563,0.7503394465893507
2,2.3021251937207956,0.6818872206300312,2.302124598994851,0.6227878357749432
3,2.302124748111019,0.5880645425552637,2.3021244946867228,0.5647244756110013
4,2.302124508205422,0.5198027000853525,2.302124463021755,0.5078473414760083
5,2.302124504735713,0.4802878636580247,2.3021244574338198,0.5267877038568258
6,2.302124691108656,0.4431408162919994,2.3021244648844004,0.4845993535127491
7,2.302124511179458,0.420565626291624,2.302124524489045,0.4406382627785206
8,2.3021244868914947,0.400772288100883,2.3021244294941425,0.45008350838907063
9,2.3021244695429495,0.3792945178159805,2.302124435082078,0.4442641388159245
10,2.302124460125168,0.3631288212512982,2.3021244294941425,0.41393075638916343
11,2.3021244482290224,0.3539953262481273,2.3021244443953037,0.41038313461467624
12,2.302124459133822,0.3346936988669473,2.3021244164556265,0.3961646326351911
13,2.3021244477333496,0.3184315882266931,2.3021244294941425,0.4520653309300542
14,2.3021244422809497,0.3113819970720275,2.302124412730336,0.3856148550985381
15,2.3021244497160405,0.2996273669346454,2.3021244183182716,0.38801313645672053
16,2.302124450707386,0.28389107967240895,2.302124422043562,0.37380674097221345
17,2.3021244393069136,0.2766159584827086,2.302124420180917,0.365577622782439
18,2.3021244422809497,0.26722872511264933,2.302124420180917,0.42230519896838814
19,2.3021244373242227,0.25724008412965865,2.3021244164556265,0.3804922115523368
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
